sex,age_group,year,state,number_of_death
Female,80-84,2017,Kedah,916
Female,85 +,2017,Kedah,963
Female,Under 1 year,2017,Kelantan,142
Female,1-4,2017,Kelantan,8
Female,1-4,2017,Kelantan,9
Female,1-4,2017,Kelantan,7
Female,1-4,2017,Kelantan,4
Female,5-9,2017,Kelantan,25
Female,10-14,2017,Kelantan,32
Female,15-19,2017,Kelantan,25
Female,20-24,2017,Kelantan,37
Female,25-29,2017,Kelantan,60
Female,30-34,2017,Kelantan,81
Female,35-39,2017,Kelantan,69
Female,40-44,2017,Kelantan,124
Female,45-49,2017,Kelantan,180
Female,50-54,2017,Kelantan,256
Female,55-59,2017,Kelantan,353
Female,60-64,2017,Kelantan,418
Female,65-69,2017,Kelantan,461
Female,70-74,2017,Kelantan,588
Female,75-79,2017,Kelantan,696
Female,80-84,2017,Kelantan,557
Female,85 +,2017,Kelantan,787
Female,Under 1 year,2017,Melaka,40
Female,1-4,2017,Melaka,3
Female,1-4,2017,Melaka,1
Female,1-4,2017,Melaka,3
Female,1-4,2017,Melaka,1
Female,5-9,2017,Melaka,14
Female,10-14,2017,Melaka,9
Female,15-19,2017,Melaka,6
Female,20-24,2017,Melaka,15
Female,25-29,2017,Melaka,21
Female,30-34,2017,Melaka,28
Female,35-39,2017,Melaka,39
Female,40-44,2017,Melaka,40
Female,45-49,2017,Melaka,65
Female,50-54,2017,Melaka,116
Female,55-59,2017,Melaka,189
Female,60-64,2017,Melaka,222
Female,65-69,2017,Melaka,255
Female,70-74,2017,Melaka,282
Female,75-79,2017,Melaka,321
Female,80-84,2017,Melaka,367
Female,85 +,2017,Melaka,394
Female,Under 1 year,2017,Negeri Sembilan,57
Female,1-4,2017,Negeri Sembilan,1
Female,1-4,2017,Negeri Sembilan,7
Female,1-4,2017,Negeri Sembilan,0
Female,1-4,2017,Negeri Sembilan,2
Female,5-9,2017,Negeri Sembilan,11
Female,10-14,2017,Negeri Sembilan,5
Female,15-19,2017,Negeri Sembilan,18
Female,20-24,2017,Negeri Sembilan,23
Female,25-29,2017,Negeri Sembilan,22
Female,30-34,2017,Negeri Sembilan,30
Female,35-39,2017,Negeri Sembilan,45
Female,40-44,2017,Negeri Sembilan,53
Female,45-49,2017,Negeri Sembilan,76
Female,50-54,2017,Negeri Sembilan,167
Female,55-59,2017,Negeri Sembilan,255
Female,60-64,2017,Negeri Sembilan,299
Female,65-69,2017,Negeri Sembilan,319
Female,70-74,2017,Negeri Sembilan,273
Female,75-79,2017,Negeri Sembilan,394
Female,80-84,2017,Negeri Sembilan,436
Female,85 +,2017,Negeri Sembilan,518
Female,Under 1 year,2017,Pahang,82
Female,1-4,2017,Pahang,3
Female,1-4,2017,Pahang,7
Female,1-4,2017,Pahang,9
Female,1-4,2017,Pahang,4
Female,5-9,2017,Pahang,13
Female,10-14,2017,Pahang,18
Female,15-19,2017,Pahang,27
Female,20-24,2017,Pahang,31
Female,25-29,2017,Pahang,59
Female,30-34,2017,Pahang,63
Female,35-39,2017,Pahang,55
Female,40-44,2017,Pahang,68
Female,45-49,2017,Pahang,160
Female,50-54,2017,Pahang,223
Female,55-59,2017,Pahang,297
Female,60-64,2017,Pahang,360
Female,65-69,2017,Pahang,456
Female,70-74,2017,Pahang,433
Female,75-79,2017,Pahang,473
Female,80-84,2017,Pahang,485
Female,85 +,2017,Pahang,437
Female,Under 1 year,2017,Perak,108
Female,1-4,2017,Perak,3
Female,1-4,2017,Perak,9
Female,1-4,2017,Perak,7
Female,1-4,2017,Perak,6
Female,5-9,2017,Perak,20
Female,10-14,2017,Perak,25
Female,15-19,2017,Perak,37
Female,20-24,2017,Perak,41
Female,25-29,2017,Perak,56
Female,30-34,2017,Perak,84
Female,35-39,2017,Perak,85
Female,40-44,2017,Perak,133
Female,45-49,2017,Perak,218
Female,50-54,2017,Perak,346
Female,55-59,2017,Perak,493
Female,60-64,2017,Perak,662
Female,65-69,2017,Perak,769
Female,70-74,2017,Perak,846
Female,75-79,2017,Perak,1060
Female,80-84,2017,Perak,1179
Female,85 +,2017,Perak,1440
Female,Under 1 year,2017,Perlis,10
Female,1-4,2017,Perlis,1
Female,1-4,2017,Perlis,1
Female,1-4,2017,Perlis,0
Female,1-4,2017,Perlis,1
Female,5-9,2017,Perlis,4
Female,10-14,2017,Perlis,3
Female,15-19,2017,Perlis,4
Female,20-24,2017,Perlis,5
Female,25-29,2017,Perlis,6
Female,30-34,2017,Perlis,12
Female,35-39,2017,Perlis,14
Female,40-44,2017,Perlis,22
Female,45-49,2017,Perlis,30
Female,50-54,2017,Perlis,38
Female,55-59,2017,Perlis,69
Female,60-64,2017,Perlis,100
Female,65-69,2017,Perlis,115
Female,70-74,2017,Perlis,112
Female,75-79,2017,Perlis,107
Female,80-84,2017,Perlis,109
Female,85 +,2017,Perlis,141
Female,Under 1 year,2017,Sabah,205
Female,1-4,2017,Sabah,17
Female,1-4,2017,Sabah,26
Female,1-4,2017,Sabah,8
Female,1-4,2017,Sabah,15
Female,5-9,2017,Sabah,42
Female,10-14,2017,Sabah,32
Female,15-19,2017,Sabah,43
Female,20-24,2017,Sabah,82
Female,25-29,2017,Sabah,98
Female,30-34,2017,Sabah,114
Female,35-39,2017,Sabah,140
Female,40-44,2017,Sabah,189
Female,45-49,2017,Sabah,229
Female,50-54,2017,Sabah,316
Female,55-59,2017,Sabah,424
Female,60-64,2017,Sabah,462
Female,65-69,2017,Sabah,504
Female,70-74,2017,Sabah,613
Female,75-79,2017,Sabah,781
Female,80-84,2017,Sabah,744
Female,85 +,2017,Sabah,702
Female,Under 1 year,2017,Sarawak,102
Female,1-4,2017,Sarawak,8
Female,1-4,2017,Sarawak,8
Female,1-4,2017,Sarawak,7
Female,1-4,2017,Sarawak,4
Female,5-9,2017,Sarawak,22
Female,10-14,2017,Sarawak,17
Female,15-19,2017,Sarawak,36
Female,20-24,2017,Sarawak,47
Female,25-29,2017,Sarawak,48
Female,30-34,2017,Sarawak,71
Female,35-39,2017,Sarawak,98
Female,40-44,2017,Sarawak,139
Female,45-49,2017,Sarawak,213
Female,50-54,2017,Sarawak,269
Female,55-59,2017,Sarawak,326
Female,60-64,2017,Sarawak,422
Female,65-69,2017,Sarawak,522
Female,70-74,2017,Sarawak,649
Female,75-79,2017,Sarawak,782
Female,80-84,2017,Sarawak,742
Female,85 +,2017,Sarawak,1021
Female,Under 1 year,2017,Selangor,291
Female,1-4,2017,Selangor,17
Female,1-4,2017,Selangor,18
Female,1-4,2017,Selangor,11
Female,1-4,2017,Selangor,14
Female,5-9,2017,Selangor,40
Female,10-14,2017,Selangor,49
Female,15-19,2017,Selangor,76
Female,20-24,2017,Selangor,101
Female,25-29,2017,Selangor,114
Female,30-34,2017,Selangor,164
Female,35-39,2017,Selangor,222
Female,40-44,2017,Selangor,320
Female,45-49,2017,Selangor,420
Female,50-54,2017,Selangor,611
Female,55-59,2017,Selangor,843
Female,60-64,2017,Selangor,1064
Female,65-69,2017,Selangor,1189
Female,70-74,2017,Selangor,1226
Female,75-79,2017,Selangor,1412
Female,80-84,2017,Selangor,1437
Female,85 +,2017,Selangor,1677
Female,Under 1 year,2017,Terengganu,73
Female,1-4,2017,Terengganu,2
Female,1-4,2017,Terengganu,8
Female,1-4,2017,Terengganu,3
Female,1-4,2017,Terengganu,3
Female,5-9,2017,Terengganu,11
Female,10-14,2017,Terengganu,15
Female,15-19,2017,Terengganu,27
Female,20-24,2017,Terengganu,27
Female,25-29,2017,Terengganu,42
Female,30-34,2017,Terengganu,45
Female,35-39,2017,Terengganu,47
Female,40-44,2017,Terengganu,91
Female,45-49,2017,Terengganu,117
Female,50-54,2017,Terengganu,170
Female,55-59,2017,Terengganu,252
Female,60-64,2017,Terengganu,270
Female,65-69,2017,Terengganu,271
Female,70-74,2017,Terengganu,361
Female,75-79,2017,Terengganu,390
Female,80-84,2017,Terengganu,381
Female,85 +,2017,Terengganu,412
Female,Under 1 year,2017,W.P. Kuala Lumpur,75
Female,1-4,2017,W.P. Kuala Lumpur,2
Female,1-4,2017,W.P. Kuala Lumpur,6
Female,1-4,2017,W.P. Kuala Lumpur,4
Female,1-4,2017,W.P. Kuala Lumpur,1
Female,5-9,2017,W.P. Kuala Lumpur,5
Female,10-14,2017,W.P. Kuala Lumpur,9
Female,15-19,2017,W.P. Kuala Lumpur,25
Female,20-24,2017,W.P. Kuala Lumpur,27
Female,25-29,2017,W.P. Kuala Lumpur,24
Female,30-34,2017,W.P. Kuala Lumpur,36
Female,35-39,2017,W.P. Kuala Lumpur,77
Female,40-44,2017,W.P. Kuala Lumpur,58
Female,45-49,2017,W.P. Kuala Lumpur,112
Female,50-54,2017,W.P. Kuala Lumpur,165
Female,55-59,2017,W.P. Kuala Lumpur,242
Female,60-64,2017,W.P. Kuala Lumpur,335
Female,65-69,2017,W.P. Kuala Lumpur,330
Female,70-74,2017,W.P. Kuala Lumpur,344
Female,75-79,2017,W.P. Kuala Lumpur,409
Female,80-84,2017,W.P. Kuala Lumpur,526
Female,85 +,2017,W.P. Kuala Lumpur,668
Female,Under 1 year,2017,W.P. Putrajaya,12
Female,1-4,2017,W.P. Putrajaya,0
Female,1-4,2017,W.P. Putrajaya,0
Female,1-4,2017,W.P. Putrajaya,1
Female,1-4,2017,W.P. Putrajaya,0
Female,5-9,2017,W.P. Putrajaya,4
Female,10-14,2017,W.P. Putrajaya,0
Female,15-19,2017,W.P. Putrajaya,2
Female,20-24,2017,W.P. Putrajaya,1
Female,25-29,2017,W.P. Putrajaya,1
Female,30-34,2017,W.P. Putrajaya,1
Female,35-39,2017,W.P. Putrajaya,8
Female,40-44,2017,W.P. Putrajaya,2
Female,45-49,2017,W.P. Putrajaya,5
Female,50-54,2017,W.P. Putrajaya,5
Female,55-59,2017,W.P. Putrajaya,11
Female,60-64,2017,W.P. Putrajaya,11
Female,65-69,2017,W.P. Putrajaya,9
Female,70-74,2017,W.P. Putrajaya,6
Female,75-79,2017,W.P. Putrajaya,10
Female,80-84,2017,W.P. Putrajaya,8
Female,85 +,2017,W.P. Putrajaya,9
Male,Under 1 year,2017,Johor,226
Male,1-4,2017,Johor,17
Male,1-4,2017,Johor,18
Male,1-4,2017,Johor,11
Male,1-4,2017,Johor,10
Male,5-9,2017,Johor,41
Male,10-14,2017,Johor,63
Male,15-19,2017,Johor,185
Male,20-24,2017,Johor,233
Male,25-29,2017,Johor,224
Male,30-34,2017,Johor,282
Male,35-39,2017,Johor,325
Male,40-44,2017,Johor,482
Male,45-49,2017,Johor,627
Male,50-54,2017,Johor,846
Male,55-59,2017,Johor,1182
Male,60-64,2017,Johor,1350
Male,65-69,2017,Johor,1436
Male,70-74,2017,Johor,1354
Male,75-79,2017,Johor,1274
Male,80-84,2017,Johor,1043
Male,85 +,2017,Johor,847
Male,Under 1 year,2017,Kedah,106
Male,1-4,2017,Kedah,7
Male,1-4,2017,Kedah,5
Male,1-4,2017,Kedah,12
Male,1-4,2017,Kedah,5
Male,5-9,2017,Kedah,27
Male,10-14,2017,Kedah,25
Male,15-19,2017,Kedah,148
Male,20-24,2017,Kedah,140
Male,25-29,2017,Kedah,139
Male,30-34,2017,Kedah,197
Male,35-39,2017,Kedah,212
Male,40-44,2017,Kedah,288
Male,45-49,2017,Kedah,368
Male,50-54,2017,Kedah,571
Male,55-59,2017,Kedah,754
Male,60-64,2017,Kedah,909
Male,65-69,2017,Kedah,959
Male,70-74,2017,Kedah,847
Male,75-79,2017,Kedah,981
Male,80-84,2017,Kedah,782
Male,85 +,2017,Kedah,567
Male,Under 1 year,2017,Kelantan,160
Male,1-4,2017,Kelantan,6
Male,1-4,2017,Kelantan,8
Male,1-4,2017,Kelantan,15
Male,1-4,2017,Kelantan,4
Male,5-9,2017,Kelantan,27
Male,10-14,2017,Kelantan,57
Male,15-19,2017,Kelantan,126
Male,20-24,2017,Kelantan,109
Male,25-29,2017,Kelantan,118
Male,30-34,2017,Kelantan,156
Male,35-39,2017,Kelantan,170
Male,40-44,2017,Kelantan,222
Male,45-49,2017,Kelantan,323
Male,50-54,2017,Kelantan,371
Male,55-59,2017,Kelantan,571
Male,60-64,2017,Kelantan,651
Male,65-69,2017,Kelantan,727
Male,70-74,2017,Kelantan,845
Male,75-79,2017,Kelantan,668
Male,80-84,2017,Kelantan,483
Male,85 +,2017,Kelantan,467
Male,Under 1 year,2017,Melaka,55
Male,1-4,2017,Melaka,3
Male,1-4,2017,Melaka,6
Male,1-4,2017,Melaka,1
Male,1-4,2017,Melaka,1
Male,5-9,2017,Melaka,6
Male,10-14,2017,Melaka,6
Male,15-19,2017,Melaka,47
Male,20-24,2017,Melaka,57
Male,25-29,2017,Melaka,59
Male,30-34,2017,Melaka,67
Male,35-39,2017,Melaka,64
Male,40-44,2017,Melaka,118
Male,45-49,2017,Melaka,157
Male,50-54,2017,Melaka,214
Male,55-59,2017,Melaka,293
Male,60-64,2017,Melaka,345
Male,65-69,2017,Melaka,369
Male,70-74,2017,Melaka,340
Male,75-79,2017,Melaka,363
Male,80-84,2017,Melaka,301
Male,85 +,2017,Melaka,220
Male,Under 1 year,2017,Negeri Sembilan,91
Male,1-4,2017,Negeri Sembilan,3
Male,1-4,2017,Negeri Sembilan,7
Male,1-4,2017,Negeri Sembilan,8
Male,1-4,2017,Negeri Sembilan,3
Male,5-9,2017,Negeri Sembilan,6
Male,10-14,2017,Negeri Sembilan,16
Male,15-19,2017,Negeri Sembilan,73
Male,20-24,2017,Negeri Sembilan,74
Male,25-29,2017,Negeri Sembilan,69
Male,30-34,2017,Negeri Sembilan,87
Male,35-39,2017,Negeri Sembilan,125
Male,40-44,2017,Negeri Sembilan,150
Male,45-49,2017,Negeri Sembilan,210
Male,50-54,2017,Negeri Sembilan,271
Male,55-59,2017,Negeri Sembilan,428
Male,60-64,2017,Negeri Sembilan,442
Male,65-69,2017,Negeri Sembilan,503
Male,70-74,2017,Negeri Sembilan,444
Male,75-79,2017,Negeri Sembilan,440
Male,80-84,2017,Negeri Sembilan,350
Male,85 +,2017,Negeri Sembilan,300
Male,Under 1 year,2017,Pahang,123
Male,1-4,2017,Pahang,12
Male,1-4,2017,Pahang,4
Male,1-4,2017,Pahang,7
Male,1-4,2017,Pahang,6
Male,5-9,2017,Pahang,20
Male,10-14,2017,Pahang,33
Male,15-19,2017,Pahang,90
Male,20-24,2017,Pahang,121
Male,25-29,2017,Pahang,106
Male,30-34,2017,Pahang,148
Male,35-39,2017,Pahang,175
Male,40-44,2017,Pahang,226
Male,45-49,2017,Pahang,266
Male,50-54,2017,Pahang,390
Male,55-59,2017,Pahang,468
Male,60-64,2017,Pahang,583
Male,65-69,2017,Pahang,728
Male,70-74,2017,Pahang,649
Male,75-79,2017,Pahang,594
Male,80-84,2017,Pahang,470
Male,85 +,2017,Pahang,279
Male,Under 1 year,2017,Perak,134
Male,1-4,2017,Perak,6
Male,1-4,2017,Perak,10
Male,1-4,2017,Perak,9
Male,1-4,2017,Perak,4
Male,5-9,2017,Perak,26
Male,10-14,2017,Perak,40
Male,15-19,2017,Perak,140
Male,20-24,2017,Perak,146
Male,25-29,2017,Perak,152
Male,30-34,2017,Perak,205
Male,35-39,2017,Perak,265
Male,40-44,2017,Perak,324
Male,45-49,2017,Perak,510
Male,50-54,2017,Perak,710
Male,55-59,2017,Perak,957
Male,60-64,2017,Perak,1140
Male,65-69,2017,Perak,1229
Male,70-74,2017,Perak,1309
Male,75-79,2017,Perak,1297
Male,80-84,2017,Perak,991
Male,85 +,2017,Perak,816
Male,Under 1 year,2017,Perlis,15
Male,1-4,2017,Perlis,0
Male,1-4,2017,Perlis,0
Male,1-4,2017,Perlis,1
Male,1-4,2017,Perlis,1
Male,5-9,2017,Perlis,3
Male,10-14,2017,Perlis,6
Male,15-19,2017,Perlis,21
Male,20-24,2017,Perlis,25
Male,25-29,2017,Perlis,16
Male,30-34,2017,Perlis,26
Male,35-39,2017,Perlis,21
Male,40-44,2017,Perlis,25
Male,45-49,2017,Perlis,44
Male,50-54,2017,Perlis,86
Male,55-59,2017,Perlis,91
Male,60-64,2017,Perlis,111
Male,65-69,2017,Perlis,123
Male,70-74,2017,Perlis,132
Male,75-79,2017,Perlis,152
Male,80-84,2017,Perlis,103
Male,85 +,2017,Perlis,98
Male,Under 1 year,2017,Sabah,297
Male,1-4,2017,Sabah,18
Male,1-4,2017,Sabah,32
Male,1-4,2017,Sabah,17
Male,1-4,2017,Sabah,17
Male,5-9,2017,Sabah,61
Male,10-14,2017,Sabah,69
Male,15-19,2017,Sabah,106
Male,20-24,2017,Sabah,147
Male,25-29,2017,Sabah,173
Male,30-34,2017,Sabah,193
Male,35-39,2017,Sabah,211
Male,40-44,2017,Sabah,280
Male,45-49,2017,Sabah,379
Male,50-54,2017,Sabah,529
Male,55-59,2017,Sabah,749
Male,60-64,2017,Sabah,793
Male,65-69,2017,Sabah,809
Male,70-74,2017,Sabah,721
Male,75-79,2017,Sabah,971
Male,80-84,2017,Sabah,773
Male,85 +,2017,Sabah,584
Male,Under 1 year,2017,Sarawak,136
Male,1-4,2017,Sarawak,6
Male,1-4,2017,Sarawak,9
Male,1-4,2017,Sarawak,9
Male,1-4,2017,Sarawak,7
Male,5-9,2017,Sarawak,29
Male,10-14,2017,Sarawak,41
Male,15-19,2017,Sarawak,101
Male,20-24,2017,Sarawak,143
Male,25-29,2017,Sarawak,154
Male,30-34,2017,Sarawak,174
Male,35-39,2017,Sarawak,216
Male,40-44,2017,Sarawak,295
Male,45-49,2017,Sarawak,398
Male,50-54,2017,Sarawak,489
Male,55-59,2017,Sarawak,583
Male,60-64,2017,Sarawak,715
Male,65-69,2017,Sarawak,760
Male,70-74,2017,Sarawak,938
Male,75-79,2017,Sarawak,842
Male,80-84,2017,Sarawak,648
Male,85 +,2017,Sarawak,871
Male,Under 1 year,2017,Selangor,329
Male,1-4,2017,Selangor,19
Male,1-4,2017,Selangor,24
Male,1-4,2017,Selangor,17
Male,1-4,2017,Selangor,12
Male,5-9,2017,Selangor,61
Male,10-14,2017,Selangor,68
Male,15-19,2017,Selangor,222
Male,20-24,2017,Selangor,301
Male,25-29,2017,Selangor,275
Male,30-34,2017,Selangor,364
Male,35-39,2017,Selangor,446
Male,40-44,2017,Selangor,629
Male,45-49,2017,Selangor,903
Male,50-54,2017,Selangor,1239
Male,55-59,2017,Selangor,1569
Male,60-64,2017,Selangor,1783
Male,65-69,2017,Selangor,1766
Male,70-74,2017,Selangor,1646
Male,75-79,2017,Selangor,1548
Male,80-84,2017,Selangor,1238
Male,85 +,2017,Selangor,958
Male,Under 1 year,2017,Terengganu,100
Male,1-4,2017,Terengganu,5
Male,1-4,2017,Terengganu,5
Male,1-4,2017,Terengganu,4
Male,1-4,2017,Terengganu,7
Male,5-9,2017,Terengganu,21
Male,10-14,2017,Terengganu,37
Male,15-19,2017,Terengganu,70
Male,20-24,2017,Terengganu,80
Male,25-29,2017,Terengganu,90
Male,30-34,2017,Terengganu,98
Male,35-39,2017,Terengganu,145
Male,40-44,2017,Terengganu,187
Male,45-49,2017,Terengganu,195
Male,50-54,2017,Terengganu,322
Male,55-59,2017,Terengganu,338
Male,60-64,2017,Terengganu,415
Male,65-69,2017,Terengganu,419
Male,70-74,2017,Terengganu,530
Male,75-79,2017,Terengganu,413
Male,80-84,2017,Terengganu,311
Male,85 +,2017,Terengganu,238
Male,Under 1 year,2017,W.P. Kuala Lumpur,85
Male,1-4,2017,W.P. Kuala Lumpur,5
Male,1-4,2017,W.P. Kuala Lumpur,5
Male,1-4,2017,W.P. Kuala Lumpur,4
Male,1-4,2017,W.P. Kuala Lumpur,3
Male,5-9,2017,W.P. Kuala Lumpur,15
Male,10-14,2017,W.P. Kuala Lumpur,24
Male,15-19,2017,W.P. Kuala Lumpur,40
Male,20-24,2017,W.P. Kuala Lumpur,61
Male,25-29,2017,W.P. Kuala Lumpur,90
Male,30-34,2017,W.P. Kuala Lumpur,74
Male,35-39,2017,W.P. Kuala Lumpur,118
Male,40-44,2017,W.P. Kuala Lumpur,171
Male,45-49,2017,W.P. Kuala Lumpur,222
Male,50-54,2017,W.P. Kuala Lumpur,354
Male,55-59,2017,W.P. Kuala Lumpur,479
Male,60-64,2017,W.P. Kuala Lumpur,520
Male,65-69,2017,W.P. Kuala Lumpur,604
Male,70-74,2017,W.P. Kuala Lumpur,579
Male,75-79,2017,W.P. Kuala Lumpur,523
Male,80-84,2017,W.P. Kuala Lumpur,386
Male,85 +,2017,W.P. Kuala Lumpur,362
Male,Under 1 year,2017,W.P. Putrajaya,9
Male,1-4,2017,W.P. Putrajaya,0
Male,1-4,2017,W.P. Putrajaya,0
Male,1-4,2017,W.P. Putrajaya,0
Male,1-4,2017,W.P. Putrajaya,1
Male,5-9,2017,W.P. Putrajaya,0
Male,10-14,2017,W.P. Putrajaya,2
Male,15-19,2017,W.P. Putrajaya,3
Male,20-24,2017,W.P. Putrajaya,6
Male,25-29,2017,W.P. Putrajaya,0
Male,30-34,2017,W.P. Putrajaya,5
Male,35-39,2017,W.P. Putrajaya,7
Male,40-44,2017,W.P. Putrajaya,9
Male,45-49,2017,W.P. Putrajaya,3
Male,50-54,2017,W.P. Putrajaya,5
Male,55-59,2017,W.P. Putrajaya,20
Male,60-64,2017,W.P. Putrajaya,17
Male,65-69,2017,W.P. Putrajaya,12
Male,70-74,2017,W.P. Putrajaya,8
Male,75-79,2017,W.P. Putrajaya,7
Male,80-84,2017,W.P. Putrajaya,4
Male,85 +,2017,W.P. Putrajaya,5
